operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      2.3 and up    ,Racing,"TIME TO RUSH THE STREETS OF NEW YORK AND CHICAGO,Time to fly over the asphalt of the streets of these major cities in the United States, as a cab driver it’s your duty to provide you passengers the best possible taxi services. Mostly this means you need to hurry, everything is allowed to make sure your passengers are in time. So make sure you get the hang of some extreme driving skills, drift through the corners of the roads. And park your taxi on the final destination of your clients. The streets of New york and Chicago will never be the same again after you are driving and racing there. ",,,"  100,000 - 500,000  ",5-Feb-16,1.5, 50M  ,Top Developer,817,3.7,Crazy Driver Taxi Duty 3D 2
      4.0.3 and up    ,Casino,"Play now and get 7,777 FREE COINS! Enjoy wins, fame, and fortune in Hollywood Slots, the NEW, FREE Vegas style slot adventure! Hit it big and feel like a movie star - fight pirates, visit a pyramid, find treasure in the jungle!  ","- Game balance updates for even bigger coins wins!,- Improved player experience and game tutorial,- Invite friends to play via email,- Coin sales and store promotions!,- Bug fixes for stability and better gameplay",,"  1,000 - 5,000  ",22-Feb-16, 1.2.10.1  , 46M  ,,100,4.2,Hollywood Slots
      4.0.3 and up    ,Arcade,Save King of Rock - is a great game that will make you play it whenever you have free time because it is very simple and yet very difficult to play. Your goal should be to collect as many musical notes but you should avoid bats who want to catch you. Try to overcome your best score and you see how you'll be addicted in this game.,,,  100 - 500  ,17-Feb-16,1, 3.3M  ,,27,4.1,Save King of Rock
      3.0 and up    ,Sports,"An official Major League Baseball licensed game with Hall of Fame MLB players and all your favorite MLB teams. Kick-off the 2016 spring training season in style as you play WGT Baseball: MLB in turbo time! This is not a hardcore simulation game, just simple, clean, fast baseball fun. Featuring all 30 official Major League Baseball licensed teams, play baseball, combining strategic management and tap baseball excitement. Collect Hall of Fame MLB players, hit homeruns, collect RBIs and dominate your league on the leaderboard. Featuring all 30 MLB teams including: Cardinals, Cubs, Dodgers, Giants, Mets, Orioles, Phillies, Rangers, Red Sox, Royals, Tigers, Yankees and more...","- You now have an extra 24 hours to log into the game and collect your daily login bonus,- Increased the odds of getting pitcher training cards from packs,- Fixed an issue with player stats being temporarily unavailable after training or upgrading players",,"  5,000 - 10,000  ",29-Feb-16, 1.12.0  , 30M  ,,134,4.1,WGT Baseball MLB
      2.3.3 and up    ,Action,Color Switch - Top Game in Playstore! ,,,"  5,000 - 10,000  ",10-Feb-16,1, 7.7M  ,,108,3.9,Color Switch
      4.0 and up    ,Adventure,"“I'm here to have you spin me a tale.”,Huh? What does he mean?  ",,,"  1,000 - 5,000  ",11-Feb-16, 1.0.0  , 24M  ,,84,4,Arabian Dreams /Shall we date?
      2.3.3 and up    ,Adventure,"The ice is melting, run for your life! Save the Polar Bear Kid, avoid the obstacles and reach the highscore!",,,,26-Feb-16,1, 13M  ,,11,4.5,Polar Bear Kid : Global Melt
      4.1 and up    ,Casual,"Being a florist has always been your dream job. You love to smell the beautiful perfumes of all types of flowers, and there’s nothing more relaxing than picking out the perfect flowers for a beautiful bouquet. Your customers love you and you love the looks on their faces when you present their lowers, but there’s one customer in particular that you love to surprise. A handsome gentleman comes in regularly and just placed an order. Prepare your crush’s special bouquet and dress up for his visit; you might receive a special surprise, too!, , In Florist Date – Romantic Surprise, dress up to look amazing when your crush comes by next and prepare a special bouquet for his order. Enjoy a relaxing spa to calm your nerves, then fix your makeup to highlight your best features. Finally, dress up in the perfect oufit! When he walks in the door, you might just knock him off his feet!, , Product Features:, - Easy to use controls to play the game., - Fun florist themed job and dress up game., - Spa tools to clean up and pamper your skin., - Eye shadows, lipsticks, blushes, and more., - Cute outfits to dress up in., - Beautiful bouquets to design., , How to Play:, - Use interactive controls to play the game., - Enjoy a spa treatment, do your makeup, then dress up., - Design a beautiful bouquet for your crush customer!",,,"  10,000 - 50,000  ",2-Feb-16,1, 79M  ,,283,4,My Love Story: Flower Girl
      2.3 and up    ,Action,Realistic Gangster story.,"- Bug Fix,- New Cars",,"  10,000 - 50,000  ",1-Mar-16,,,,"1,428",4.3,City Gangster
      2.3 and up    ,Arcade,"Tap to break the rope.,Break the rope to drop the ball.,Aim for the hoop -- win!,- Ancient Basket Fall Proverb","Hit a homerun, make a smoothie and roll for initiative! New themes have been added to Basket Fall!,Don't forget, you can say hello@kumobius.com we’d love to hear from you! Or follow us on Twitter: @kumobius",,"  1,000 - 5,000  ",18-Feb-16,2, 63M  ,Top Developer,145,4.6,Basket Fall
      2.3 and up    ,Simulation,"Have Seen Fingerprint lock Screen? ,Have you seen an app that will use the fingerprint technology to secure your phone? Fingerprint Lock Screen has done this. You don’t worry about your important will be seen by others. ,But there is a trick you can use that to prank all your friends.",fixed ad issue,,  1 - 5  ,24-Feb-16,1.1, 3.1M  ,,17,3.8,Fingerprint Lock Scanner PRANK
      3.0 and up    ,Action & Adventure,"The naughty boy wants to win Ronald the stuffed bear in the shooting stall.,Help Ronald travel through the carnival and escape him!",Crashes fixed,,,28-Feb-16,1.1, 35M  ,,187,4.7,Carnival Story Bubble Shooter
      4.3 and up    ,Action,"Be the last hope against the mutant infestation.  Enter the aftermath of a scientific experiment gone horribly wrong., ,Xenowerk™ comes from Pixelbite, the creators of Space Marshals. It is a top-down action shooter challenging your combat skills in an underground science lab. Descend deeper into the abyss and explore the tarnished levels. Armed with a flashlight as your main guidance, you’ll never know what’s lurking in the dark! , , ,MISSION,Your objective is to destroy all the nests and eliminate all mutants to prevent them from spreading.,Xenowerk™ has 70 levels to explore with increasing difficulty. As progressing through the game you’ll come across a growing number of mutants and expanding areas to cleanse., ,ARSENAL,Heavier firepower and thicker armor is critical to stay alive on your journey. Gather pickups from slain mutants to power up weapons and armor., ,SPECIAL POWERS,Xenowerk™ features a set of special powers to boost your offensive when you’re in need. Activate one or several at a time for a more effective way to wipe out mutants., ,KEY FEATURES,·         Top-down action shooter,·         Dual stick touch controls,·         Beautifully rendered lighting and shadows,·         Wide range of weapons and gear,·         Upgradable weapons,·         Special Powers to enhance your gameplay,·         Performance based rating system,·         Google Play Achievements & Leaderboards,·         Optional in-app credit packages to purchase, ,**************,Game requires OpenGL ES 3.0 support,**************,IMPORTANT: Please note that this game requires a screen resolution of at least 800x540 to display GUI elements correctly. It may be playable at lower resolutions but it is not officially supported.","* Fixed issue with enemies killed display at end of level.,* Fixed issue with incorrectly shown content patch message.",,"  100,000 - 500,000  ",3-Feb-16, 1.4.1  , 148M  ,Top Developer,"10,143",4.5,Xenowerk
      2.3.3 and up    ,Role Playing,"- Hardcore survival:,Hunger, radiation, thirst, traumas and diseases won't give you a chance to relax.",1. Исправление багов,,"  100,000 - 500,000  ",27-Jan-16,1.388, 75M  ,,"21,657",4.5,Day R Survival
      4.0.3 and up    ,Action,"Travel through a caricatured path your neurons guide you through to, collecting diamonds staying afloat with infinite paths leading to it. Unleash your creative avatar by drawing magic paths to reach your goals. Draw to play and tap to jump is all you need to know for this fun packed instable journey. Glide through the instable path you draw and collect as many diamond as possible. Path falls off in seconds, so be quick. Fun filled instability awaits you.","Resolved -505 error.,Fixed minor bugs.",,"  500 - 1,000  ",9-Feb-16,1.01, 11M  ,,29,4.4,The Lost Path
      2.3.3 and up    ,Adventure,Mr. Monkey is on a critical mission for on a planet 100 light years away from earth. Mission is tough but Mr.Monkey will do anything for 3 bananas. ,,,,25-Feb-16,1, 3.8M  ,,88,3.9,Monkey Adventures
      4.0.3 and up    ,Sports,"Dodge tackles, score tries and kick conversions. ",Initial Release,,"  50,000 - 100,000  ",17-Feb-16, 1.1.31  , 34M  ,Top Developer,"1,072",4,Blocky Rugby
      3.2 and up    ,Education,"Believe it or not in this magnificent fairy-tale kingdom some kind of epidemic had been around and kids of all ages including adults had gotten the flu, the local clinic has more patients that they can handle and we need some help.,The King's doctor had went to a medical school, and luckily for us she is ready to help us out, you might want to join her as well and discover all the great adventures she will face in this fun educational game for kids.,We know that curing diseases, treating patients and mostly surgery is not for everyone and some spend lots of years developing the necessary skills to handle all this things, but in this children's game we made it more easy to understand for everyone, here even a child of 3 years old will understand the basics of treating a simple flu, bandaging a bone, or run different tests on patients in order to diagnose them.,Princess Flu doctor won't have to treat only human patients, she will also have to treat some animal patients as well, as you will find out in this fun doctor mini games for kids, that some animals can get sick also and they surely could use your help in getting the right treatment so they can be healthy and happy again.,As you can see there are infinite activities you will perform, lots of medical and educational puzzles you'll get to play and hopefully you will learn how to cook various natural treatments and how to cure people with different kinds of allergies, injuries or diseases.",Bugs Fixed!,,"  1,000 - 5,000  ",26-Feb-16, 1.3.0  , 38M  ,,40,3.6,Princess Flu Doctor
      2.3 and up    ,Casual,"Your mobile phone screen is broken by gun shooting. This application simulator gun shooting phone screen is broken effect, a free broken screen prank app. ,This is a fake prank, you can have a joke with your friends and family, they can think the screen is really broken, and may let you buy new one.,You can select various crack effect and offer you the most realistic screen broken image and sound.,How to play and features:,** Touch the screen with your finger to start, you will see the screen is broken by gun shooting and broken sound.  ,** Shake the mobile phone or click the back key to choose broken screen image.,** Including 12 kinds of various broken screen image to choose.,** Volume adjustment.,** Share with your friends.",fix mini bug.,,"  10,000 - 50,000  ",29-Feb-16,1.4, 5.0M  ,,91,3.9,Broken Screen Prank 3
      4.0 and up    ,Creativity,Beautiful mandala coloring pages for adults and children. Coloring book filled with over 100 free flower mandalas. Download and relax!,,,"  5,000 - 10,000  ",25-Feb-16, 1.0.2  , 27M  ,,148,4.1,Flowers Mandala coloring book
      2.3.3 and up    ,Puzzle,"Push the right button just in time to bring the circle safely to its end point!,In this new and enchanting puzzle game timing and speed are essential to reach the objective.,Accept the challenge and play for free Push! Just in time... to have fun!",,,"  1,000 - 5,000  ",24-Feb-16,1, 24M  ,,158,3.9,Push! Just in Time
      2.3 and up    ,Racing,Start your engine and be that stunt rider you always wanted to be! Cross down hill and collect all the water drops for a perfect high score at the end of each track. Can you handle the madness and extreme winter conditions around this forest with cool snowxross circuits? Put on your helmet and conquer the trail challenge while riding your isnowmobile around the dark woods. Go off road and drive your sled to the finish without crashing against trees or other obstacles on the road while stunting around while snow is falling on the ground! So join Snowmobile Race Speedy Forest now for the perfect extreme racing thrill on android. You can even do wheelies or stoppies with your snow scooter and don't forget to take the loops that gives you extra speed. Go freestyle or follow the track to gain all stars and water drops on the tracks. So make your self ready for winter 2016 because it will get crazy in the woods with your fast racing machine that can handle every weather condition! The machine is so heavy that it asks real good driving skills to conquer it. Enjoy the cold weather sports from World 3D Games!,,,"  1,000 - 5,000  ",12-Feb-16,1, 27M  ,,20,4.3,Snowmobile Race Speedy Forest
      2.3 and up    ,Casual,"Talk to Bob the friendly dragon. He will answer with his funny voice and react to what you say or your touch. As he loves to dance he will show you all his different dancing moves. Bob has also a lot of exciting games in his home and he cannot wait to play them with you!,Spend some time with Bob this cute little dragon. He will repeat what you say, show you some cool moves, his passion for music, all his favorite games and much more.",Tuning and Bugfixing,,"  10,000 - 50,000  ",12-Feb-16,1, 57M  ,,48,3.6,Talking Dragon Bob
      4.1 and up    ,Casual,"The best time-passing game that will challenge your concentration and reaction. ,Simply TAP to cut, aim at the DASH LINE. ,Sounds easy but only 1% people can reach level 30. How about you ?","- Add 4 new sashimi skins.,- Sashimi skins is unlocked automatically based on level you've reached.,- You can choose your favorite skin in Home scene.,- Improve visual effect and game flow.",,"  10,000 - 50,000  ",1-Feb-16,1.2, 29M  ,Top Developer,216,3.3,Cut the Sashimi
      2.3 and up    ,Casual,Everybody likes sweet Ice Cream! Create your favorite Ice Cream now!,Cook your your favorite Ice Cream now!,,"  50,000 - 100,000  ",4-Feb-16, 1.1.078  , 18M  ,,450,3.9,Ice Cream Master - Crazy Chef
      2.2 and up    ,Casual,Fun Riddles for your phone,,,"  1,000 - 5,000  ",24-Feb-16,1, 1.9M  ,,"2,495",4.3,Fun Riddles
      2.3 and up    ,Action,"What is Real Police Driver 2 is all about.,Do you love to get into a criminal case? Do you like police games that you can pull over people and get out of your car? Do you like police games that you can chase people on the streets of a epic looking 3D open world city making this of all the cop games driving games,the best and most real cop simulator.Well in Real Police Driver 2 you can!,The arcade-style handling also means that it’s easy to learn making chasing criminals and getting into those chasing cops situations pretty easy. You can take turns at full speed as is sometimes needed in police games that you can pull over people and get out of your car to get them to jail. Making this a real cop simulator one of the biggest challenges ever. Real Police Driver 2 offers up an action packed chasing car games street battle for mobile gamers. As a cop you thunder through the streets of this fictional crime city as you try to chase down criminals as a law enforcement officer. This is something you never seen before in any chasing car games on mobile before! Getting yourself into real cops 3d police chase smashing through city streets, and the traffic on it!",,,"  10,000 - 50,000  ",31-Jan-16, 1.0.0.0  , 47M  ,,270,3.6,Real Police Driver 2
      3.0 and up    ,Strategy,"Superhero Brawl is an adventure RPG, with various gameplay modes such as the collection and development of super heroes from other worlds, the combination of different formations and the PVP system.",,,"  1,000 - 5,000  ",21-Feb-16,1, 114M  ,,109,3.8,Superhero Brawl
      2.3 and up    ,Casino,"Triple Double Diamond Slots is the best classic slot machine game, 100% FREE to play and does not require you to spend money.,Enjoy to HD graphics,Sound Effect,Daily Bonus,Mini Games,Incredible Huge payouts and much more.,Start play today the best, exciting slot machine for FREE and feel like in Vegas!",,,"  500 - 1,000  ",20-Feb-16,1, 23M  ,,18,3.8,Slots Triple Double Diamond
      2.3 and up    ,Simulation,"In Police Crime City: New York 3D you are starting out your career as a New York cop. Doing simple chores like transporting civilians in distress and transporting criminals. You’re sick of the job and dreaming of something else, that is when you decide to say screw you guys. Of course you need to pay your mortgage of your house, you still need to work. But the police cop inside you said not to do it the normal way. There is a way to do the police driving work, and still have some fun. ","- Added the option to like our facebook page,- Bugfixes",,"  50,000 - 100,000  ",11-Feb-16,1.2, 41M  ,,337,3.6,Police Crime City: New York 3D
      2.3 and up    ,Adventure,★★★ Clan of Pony is here! ★★★,,,,25-Feb-16,1, 41M  ,,78,4.5,Clan of Pony
      4.0 and up    ,Arcade,"Get Leo the ultimate award or die trying in Red Carpet Rampage, an arcade style platform game where you race down the red carpet on a quest for the ultimate award. Collect as many emmy’s and golden globes as you can along the way. But beware of pushy photographers and watch out for Lady Gaga... And icebergs",,,"  10,000 - 50,000  ",19-Feb-16, 0.0.1  , 26M  ,,"2,379",4.4,Red Carpet Rampage
      2.3 and up    ,Simulation,"Train Driving 3D is the latest train simulator offers you to become the best train driver! Pick up and drop the passengers from station to station, drive and control your train perfectly in the gameplay.","Improved Gameplay.,Thank you all for the support.",,"  10,000 - 50,000  ",23-Feb-16,1.3, 39M  ,,163,4.1,Train Driving 3D
      2.3 and up    ,Casual,Introducing the X3 simulated laser pointer app is compatible with most Android devices from version 2.3,,,"  10,000 - 50,000  ",12-Feb-16, feb-16  , 8.7M  ,,304,3,Laser Pointer App - SIMULATED
      2.3.3 and up    ,Role Playing,"Masha', 'Elle', 'Hamir' - Only one empire will emerge as the best!,Experience the strategic RPG battle with various heroes and create your own team",,,"  10,000 - 50,000  ",25-Feb-16, 1.0.2  , 177M  ,Top Developer,"3,618",3.9,Mystic Kingdom
      2.3 and up    ,Casino,"Welcome on board of Santa Maria! Play The Great Journey Free Slots and you will gain miraculous jackpot of golden city. El Dorado is waiting for you. Try to gamble with Aztecs King, and became the richest man in the world.,Gamble online and help Columbus complete his mission. Your reward will be humongous jackpot bingos.",,,"  10,000 - 50,000  ",11-Feb-16,,,,764,4.3,The Great Journey Free Slots
      2.3 and up    ,Casino,The great Roman Caesar Julius invites you to a game of slots in one most glory casino of Roman Empire. You will experience how much fun it is to be a part of a game of slots in Coliseum. ,,,"  10,000 - 50,000  ",15-Feb-16,,,,606,4.4,Caesar & Cleopatra Free Slots
      2.3 and up    ,Simulation,Party Bus is the latest simulation game that will offer you to drive the colorful party bus around the city. Become a bus driver and complete the given task by pick up and drop the passengers. Download and play the most fun filled bus driving game now!,,,,25-Feb-16,1.1, 31M  ,,37,3.6,Party Bus Driving Simulator
      2.3 and up    ,Simulation,"BEGIN YOUR SCHOOLBUS DRIVER CAREER TODAY!,Hey there schoolbus driver! We offer you the chance to be the best schoolbus driver of the city! The school holidays are just over so the kids have to go back to school. Pick up the school kids and bring them in time to their school! And make sure you are their favourite schoolbus driver in our school bus simulator! ",#NAME?,,"  10,000 - 50,000  ",23-Feb-16,1.3, 47M  ,,145,3.9,Schoolbus Simulator 2016
      4.0 and up    ,Simulation,"PUBLIC TRANSPORTATION GAMES HAVE NEVER BEEN THIS MUCH FUN,Get ready to experience the ultimate simulation feeling. Be the city bus driver in this bus simulator game. Mobile simulation games have never been this realistic. Are you a skilled enough passenger driver that can complete all adrenaline filled missions? If not, don’t worry. Just enter the free ride mode and practice your bus driving skills. Once you think you’re ready simply switch to career mode and let the  fun game challenges begin!","-Bugs fixed;,-New buses added;,-More levels added;,-New icon",,,26-Feb-16,1.2, 65M  ,,88,3.8,Commercial Bus Simulator 16
      4.1 and up    ,Racing,Experience the thrill of piloting a nitro-methane guzzling Top Fuel Dragster drag car producing over 9000 bhp on your phone!,Small update with some bug fixes to make it easier and faster to enter multiplayer races. If you have any feedback or suggestions you can reach us on Facebook or support@minicadesmobile.com. Thanks for playing!,,"  1,000 - 5,000  ",16-Feb-16, 1.9.1  , 74M  ,,75,4.1,Dragster Mayhem - Top Fuel Sim
      2.3 and up    ,Simulation,Tractor Farming Simulator is the farm simulator where you can manage your own farm and harvest your crops. In this game you will start to make the ground ready and with the cultivator you can achieve this. But you need to do it before you run out of gas otherwise you have to pay for a refill of your gas. This game is the ultimate Tractor Farmer Simulator and will let you enjoy all the aspects of having your own farm. ,,,"  10,000 - 50,000  ",25-Feb-16,1.2, 37M  ,,216,4,Tractor Farming Simulator
      2.3 and up    ,Racing,"Started out in New York, now headed to one of the most amazing cities in the world; Chicago! You’ll drive and race your way through this epic city as a police car driver! Pick up criminals who need picking up, push them to their limits by doing amazing stunts which will cause them to never perform any criminal activities again in their entire life! ",,,,25-Feb-16,1.1, 40M  ,,57,3.7,Police Crime Drive: Chicago PD
      2.3 and up    ,Simulation,Plane Flight Simulation is a brand new realistic 3D Airplane Simulator game. Take flight and become the airplane pilot and fly commercial jet planes to the destinations around the world. ,,,  1 - 5  ,24-Feb-16,1, 22M  ,,34,3.7,Plane Flight Simulation
      2.3 and up    ,Racing,"Are you brave enough to visit the stunt islands and to perform extreme stunts? ,Jump on one of the amazing bikes and let’s see what you can do.,Learn what it means to be a real stuntman and to have total control of the bike.,To be able to handle all the difficult situations it will require you to show top skills in steering, acceleration, and obstacle avoidance.,Whilst performing breathtaking stunts, try to collect as many coins as possible to accomplish the mission and to unlock new amazing levels.",Functionality update,,"  1,000 - 5,000  ",29-Feb-16,1, 52M  ,,40,4.4,Bike Moto Stunt Racing 3D
      2.3.3 and up    ,Strategy,"TAP GALAXY is a space mining incremental clicker game, where you mine exotic planets, moons, asteroids and comets for resources that help you colonize galaxies and build your Galactic Empire. ",,,"  10,000 - 50,000  ",17-Feb-16,1, 29M  ,,525,4.1,Tap Galaxy - Deep Space Mine
      2.3.3 and up    ,Casual,"It’s time to get your quack on! Build new buildings in Sweet Home Louisiana and unlock your favorite Robertson Family characters. Uncover your redneck roots through adventurous quests, have fun doing quirky tasks and Mini Games on your way to riches, fame and glory! ",Worldwide Release,,"  50,000 - 100,000  ",12-Feb-16, 1.2.3  , 123M  ,Top Developer,"1,847",4,Duck Dynasty ® Family Empire
      2.3 and up    ,Action & Adventure,"Second version of Eat the Line, which reached TOP100 in more than 83 countries, and TOP10 in 7 countries, including Germany and China!","1.1.3,+ Minor bug fixes,+ Added bonus if you have ETL1 installed.,1.1.2,+ Added more store options,1.1.1,+ Bug fixes,1.1.0,+ Fixed 200 score achievement,1.0.9,+ Fixed 1vs1 purchase and other bugs,+ Made fish music less annoying,+ You can now share a screenshot of your score!",,"  5,000 - 10,000  ",28-Feb-16, 1.1.3  , 9.1M  ,,400,4.3,Eat The Line 2
      4.0 and up    ,Sports,"Welcome to ""Snowboarding The Fourth Phase"". Shred the mountains to earn the respect of infamous snowboarder Travis Rice on your journey to become the best.",,,"  10,000 - 50,000  ",16-Feb-16, 1.0.7  , 116M  ,Top Developer,926,4.1,Snowboarding The Fourth Phase
      2.3 and up    ,Role Playing,"►►► Clan of Spinosaurus is now here! You asked, we listened !◀◀◀",,,"  5,000 - 10,000  ",19-Feb-16,1, 41M  ,,134,4.3,Clan of Spinosaurus
      2.3.3 and up    ,Puzzle,Swipe exciting candy puzzles to explore this fun filled adventurous wonderland!,"- Added store to easily access all power ups.,- Spins rewarded as milestone gifts.,- Few fixes and improvements are done.",,"  10,000 - 50,000  ",26-Feb-16, 1.0.2  , 28M  ,,256,4.2,Swiped Candy Geo
      4.0 and up    ,Role Playing,"Endless Frontier – Enjoy free RPG online, PVP battles, Quest Games","■ 1.0.5 version,minor bug fix",,"  10,000 - 50,000  ",26-Feb-16, 1.0.5  , 41M  ,,317,4.4,"Endless Frontier, RPG online"
      2.3 and up    ,Simulation,"The ultimate hill truck driving challenge has just arrived for you. You get the chance to drive all kind of big cargo trucks through the off road hills. Be the best hill truck driver of the world in Hill Climb Truck Simulator . Are you ready for some real precision driving with your big cargo truck in this ultimate driving simulator. Show us your hill climbing truck driver skills in this epic hill climb offroad driving simulator challenge., ,In this offroad driving simulator you can choose many different big cargo vehicles like tractors, big rigs and trucks in this truck simulator. . ,Playing this hill climb racing game gives you a lot of nonstop gaming fun! Each game level has its own offroad simulator 4x4 challenge. Playing hill speed driving games have never been this much fun. Hill Climb Truck Simulator is an easy to play game but it’s hard to master all the levels. ",*fixed minor bugs*,,"  10,000 - 50,000  ",23-Feb-16,1.3, 51M  ,,85,3.6,Hill Climb Truck Simulator
      2.3 and up    ,Action,"Sharp Shooter welcomes you to an Epic gun shoot war with mesmerizing 3D backgrounds and passionate frontline shooting gameplay. If you consider yourself the master for the FPS games with new guns, this game is a real challenge for you to prove your Sniper.",,,"  1,000 - 5,000  ",17-Feb-16,1.1, 60M  ,,100,4,Sharp Shooter
      4.0.3 and up    ,Casino,777 Slots Casino is the best new Classic Vegas Slots game on Google Play!  Experience that real downtown Las Vegas feel with authentic old style Vegas classic reel slot machines.  ,,,"  5,000 - 10,000  ",24-Feb-16, 1.0.5  , 44M  ,,302,4.5,777 Slots - Free Vegas Casino
      2.3 and up    ,Sports,Once every year the best flail fighters from around the globe gather on Mr Tans secluded tropical island. They will do battle until one true flail master is victorious.,,,,25-Feb-16,1, 8.6M  ,,82,4.2,Epic Flail
      4.0.3 and up    ,Casino,GrandWin Slots - FREE Casino gives you more chances to WIN BIG!,,,"  10,000 - 50,000  ",4-Feb-16, 1.0.1  , 47M  ,,324,4.5,GrandWin Slots - FREE Casino
      2.3.3 and up    ,Card,★★★★★#1 App for Video Poker games - Enjoy and Win Big!★★★★★ ,"Best Video Poker Games You Can Find From Google Store.,Thank You!",,"  1,000 - 5,000  ",22-Feb-16,1.05, 11M  ,,90,4.6,Video Poker - Jacks Or Better
      2.3 and up    ,Sports,"Crossy Football is an endless runner game inspired by America's most exciting sport....football. Make your way up the field dodging enemies and splitting the defense to get into the end zone to score a touchdown. Unlock different football uniforms, special character, and more. Show your friends you are a true running back as you tap your way to the most touchdowns. Take your player from the stadium to the streets giving you a crossy experience on the field, through tunnels, on the road, and across the parking lot. Play in the sun, rain, or snow in this fast paced football game.",,,"  1,000 - 5,000  ",12-Feb-16,1.051, 43M  ,,66,4.3,Crossy Football
      2.3 and up    ,Simulation,"In our ""Office Love"" serie, played and loved by more than 2 millions users all over the world...,Our long-awaited new title !",,,"  10,000 - 50,000  ",19-Feb-16, 1.4.8  , 2.7M  ,,577,4.4,【Office Lover 2】dating games
      4.1 and up    ,Action,"Deep into the Labyrinth of Control, Makuta has sent Umarak the Hunter to find and retrieve his old Mask of Control. Team up the Toa and unite their powers with the Elemental Creatures as they fight their way through the dangerous maze. Play alternatively as Tahu, Lewa and Pohatu to Hit! Smash! and Strike! all enemies in epic battles scenes. Collect Crystal Shards to increase your Toa’s level and unlock and upgrade their Combat Moves, Stats and Special Powers. ",Minor update,,"  5,000 - 10,000  ",22-Feb-16, 1.0.2  , 100M  ,Top Developer,596,4.3,LEGO® BIONICLE® 2
      2.3 and up    ,Casual,yummy cookie jam,"v 1.1,1. Minor bug fixes,2. Improve game quality",,"  1,000 - 5,000  ",25-Feb-16,1.1, 19M  ,,78,4.1,Cookie Star Jam
      2.3 and up    ,Action,Drive your car through a zombie city. Fire your guns and kill all zombies in your way. Avoid other cars and obstacles and get as far as you can. You are one of the survivors in Zombie Road 3D. Kill all zombies in your way and gain as many coins as you can to upgrade your car in the store.,,,"  10,000 - 50,000  ",9-Feb-16,1.1, 34M  ,,264,3.7,Zombie Road 3D
      2.3.3 and up    ,Casual,"Figuromo is the Most Realistic 3D figure coloring App on the App Store,DressDoll collection is a new 3D figure collection that lets you change the clothes, pattern, fabric, skin tan, and color combine with our 2 coloring modes, all in 3D and at the highest definition and realistic 3D imagery available on the app store!","Dynamic Image Resolution Based on Hardware,-New HD image for newer devices,New ZOOM Feature,-Pinch to Zoom and Scroll DressDoll",,"  10,000 - 50,000  ",31-Oct-15,2.5, 56M  ,,394,4.1,DressDoll Action Figure Paint
      2.3 and up    ,Simulation,"Shout out to all heavy construction workers!! Are you the heavy construction worker that can handle all heavy construction vehicles? Can you stand long and hard 70+ hours working weeks? The construction firm is looking for some raw talent that can help out getting the extra work done. Drive real construction cranes, heavy construction trucks and much more.. ",Publishing version,,,26-Feb-16,1.3, 50M  ,,115,3.8,Cargo Ship Construction Crane
      2.3 and up    ,Casual,"Run, dodge, jump, and slide into an incredible chasing adventure. ,Lea is a brave little princess of the peaceful cat realm. Every now and then the peace is broken by a bully bulldog that invades the little cities of the realm to show his power, but Lea will remind him of his place and try to bring him out of the realm. The dog will be trying to catch lea as soon as she shouts at him. Therefore rush through crowded cities, small villages, over big bridges and gather all the coins you can. ,While running, avoid hitting trucks, cars, buses or any other object that could either slow you down or stop you. Collect all the fun power ups to get further and to give the tireless dog the slip.",#NAME?,,"  1,000 - 5,000  ",26-Feb-16,1, 50M  ,,81,4,Princess Cat Lea Run
      2.3 and up    ,Simulation,"My Little Unicorn Runner 3D part 2 (2016),This is THE sequel of the popular My Little Unicorn Runner 3D with more than 3 million downloads! This one is for all unicorn lovers! This time you need to run over a rainbow in this unicorn dash with a different unicorn! Are you done with running in the galaxy? Try running on a rainbow in this fantasy magical land! Run, Dash and jump over all obstacles of the rainbow a real fairytale.   ",,,"  50,000 - 100,000  ",1-Mar-16, 1.0.1  , 21M  ,,419,3.7,My Little Unicorn Runner 3D 2
      4.0 and up    ,Racing,About Extreme Off Road Driver:,,,"  10,000 - 50,000  ",18-Feb-16,1, 40M  ,,265,4,Extreme Off Road Driver
      4.0.3 and up    ,Casual,"The second Otome Game (dating game) in our « Is it Love? » series, is now available in English.,Try out this brand new love game with a French Touch!","Now available in English, French, German and Spanish",,"  100,000 - 500,000  ",29-Feb-16, 1.0.70  ,,,"9,454",4.5,Is-it Love ? Matt - Dating Sim
      2.3.3 and up    ,Simulation,A strong girl has just arrived at the footsteps of asylum to rescue the kidnapped kids. She needs to explore asylum for setting free the captured kids from the brutality of the cruel world.,,,"  10,000 - 50,000  ",17-Feb-16,1.2, 43M  ,,283,4,Asylum Night Escape
      2.3 and up    ,Racing,"Big PIXEL open world allowed you never get bored because you have a lots of missions to do. Collect money after you finish mission and for that money you can buy a lots of guns or cars & motobikes or some business such as casino, taxi park, port and many many more!",1.06,,"  5,000 - 10,000  ",28-Feb-16,1.06, 59M  ,,463,3.8,Mad City Pixel's Edition
      2.2 and up    ,Creativity,Welcome to the magical forest! Meet the adorable Fairy Sisters to play ant learn in their enchanted home!,,,"  100,000 - 500,000  ",1-Feb-16, 1.0.10  , 50M  ,,923,3.9,Fairy Sisters 2
