operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      3.0 and up    ,Action,"Ever wonder what it’s like to be on the other side of the fight? (Or rather, bone?) ,You are a formidable alpha wolf leading a pack of mighty comrades! The humans have done you an injustice by snatching your territory! What will you do? Demolish them! Hunt animals in the forest and right next door, frighten humans out of their wits. Pounce and attack, hunt and kill, grab and devour! The city is your playground, and your fellow animals and humans become your prey. Sharpen those enlarged canines and get ready to take revenge! Don’t let anyone--whether hunters or soldiers--get in the way of your survival in a beautiful 3D environment. Locate your prey using the radar and attack wildly. Unlock more powerful wolfs as you progress through the game and change your wolf skin if you want.,Wolf Pack Attack 2016 Features:,•Beautiful, vast city and forest environment,•Vibrant 3D graphics,•Cool background music,•Thrilling hunting challenges,•Realistic Wolf animations,Tapinator (Ticker: TAPM) designs, develops, and publishes games on mobile platforms. The Company’s portfolio includes over 200 mobile gaming titles that, collectively, have achieved over 190 million downloads. Tapinator is headquartered in New York. For more info, visit Tapinator.com",,,"  50,000 - 100,000  ",14-Mar-16,1.1, 50M  ,,332,3.8,Wolf Pack Attack 2016
      2.2 and up    ,Action,"The Costumes:,• Make the super power heroes by Power-up! ,• Change the costumes by Power-up!,How to play:,• You must race through the levels collecting items.,• Defeating cunning enemies.,• Solving puzzles map before the clock runs out.,• Jump and action at the right time to avoid your death.,Features:,• Beautiful High quality Dots-Graphics.,• Easy controller and auto attack system.,• Stereo sound, BGM and effects.,• Incredibly Fun Physics to make interesting puzzles.,• Variety of Enemy Types to Overcome,• Multiple Worlds with More to Come!",,,"  50,000 - 100,000  ",2-Apr-16, 1.0.1  , 21M  ,,"1,257",3.6,HERO-X: COMBAT
      2.3 and up    ,Casual,"My whole world goes dark because my girlfriend left me. She said I was too dispirited, so I decided to change myself into a sunshine and positive boy. I've got a perfect plan! Would you like to help me complete it? ,I need to clean my face to make myself look young. I know good figured guy would be more popular, so lose my belly and build muscle are important things for me. Let’s go to work out! And then, let me take a shower to get rid the smell of sweat. What else do I need? Of course, I need to change my clothes! Please help me select some fashionable clothes to make me look better.,Only being a handsome buy is definitely not enough. I'll keep learning knowledge to enhance myself. Do you think I can get my girlfriend back now?, ,In this game, you need to help me: ,1. Clean my face,2. Work out,3. Take a shower to make me feel better,4. Change my clothes,5. Continuous learning! Enhance myself!,This is a girls' game & casual game & fasion game & kids game! ,Find more free online games, please browse the website ,http://www.6677g.com,  No need to download!",,,"  100,000 - 500,000  ",4-Mar-16, 1.0.0  , 26M  ,,"1,760",3.7,My Ex Girlfriend Comes Back
      4.1 and up    ,Strategy,"Get yourself a plane and fly through the wild blue yonder!,Take on missions for the Hunters Association, explore the world and battle monsters. Create your very own team of helpers, mercenaries and apprentices, and head out on expeditions!,If a monster appears during an expedition, choose a card and attack! Will you use a Recovery Card? Maybe an Attack Card? Refine your strategy and fight wisely!,Monsters feature Wind, Water, Lightning or Earth alignments, so choose a compatible weapon before taking on each enemy.,Of course, each pilot's skills are also important. Develop your character with various training exercises, and learn new skills that will aid you while exploring this dangerous land!,At the fabled New World, you can join up with other players and go on expeditions. There are many powerful monsters, so you probably won't stand a chance on your own. Push forward by helping each other!,So, can you bring peace to the Uncivilized Land?,Good luck!,'****************************,• All game progress is stored on your device. Save data cannot be restored after deleting or reinstalling the app.,------------------------------- ,Try searching for ""Kairosoft"" to see all of our games, or visit us at ,http://kairopark.jp,. ,Be sure to check out both our free-to-play and our paid games!",,,"  10,000 - 50,000  ",31-Mar-16, 1.5.2  , 34M  ,Top Developer,"1,098",3.7,Skyforce Unite!
      2.3.3 and up    ,Casino,"Escape to Vegas. Feel the rush. Anytime, anywhere.,DoubleX Casino - FREE Slots gives you more chances to WIN BIG!,New players get 600K FREE COINS, and DAILY BONUS SPINS give you up to 1 MILLION COINS for FREE!,★★ Features ★★,• Huge VARIETY of slot games!,• Incredible PAYOUTS! ,• HOURLY bonus coins!,• Enormous JACKPOTS,• FREE to play every day!,★ More ★,• NEW machines every week!,• Weekly DEALS and GIFTS!,• STUNNING graphics!,• Tournaments with FRIENDS!,• More FREE coins from our vibrant community!,Get 300K bonus coins for connecting to Facebook and an additional 100K for every Facebook friend you invite!,Find more information at our fan page:,https://www.facebook.com/doublexcasino,Why wait? Win NOW!",,,"  10,000 - 50,000  ",18-Mar-16, 1.0.1  , 36M  ,,192,4.3,DoubleX Casino - FREE Slots
      4.1 and up    ,Strategy,"Get ready for the alien defense battles!,Defend your country against the alien invaders.,Your team besthet of the most modern flamethrowers, missile defense systems, guns and artillery continued.,Fighting for the freedom of your country. Holding off the Eindringle before you take your land.,The fight will take place at different sites, whether in the heat of the desert or in the cold in the snow. Be riding past on everything!,Now it's up to you! Find the best tower defense strategy to your country to protect!,★★★  Alien Defense ★★★,Is a sophisticated tower defense game with big guns and many Chrakteren.,★ epic battles,★ Choose countless Solten, tanks and artillery for battle,★ Various environments,★ Upgrade your weapons in the laboratory,★ Defend your land in 24 different levels,Tower defense a whole new dimension!,We are looking forward to your feedback:,games@mgs.rocks",,,"  1,000 - 5,000  ",1-Apr-16,1.6, 62M  ,,317,4.1,Alien Defense
      2.3 and up    ,Simulation,"Take matters into your own hands and arrest the wanted criminals yourself! In San Andreas Police Bus Sim you are the driver of the special force police! Turn on your radio for the calls from the police headquarters and drive your way through San Andreas in a real police bus. ,Experience the life of a special force cop bus driver when you tackle the criminal and cuff him up in our driving simulator game. Throw the criminal in the back of your special force police bus and drive on to the next criminal who needs to get locked up. But watch out for the organized crime gangsters! They will do whatever it takes to break them out your police bus. No criminal is safe anymore with you as the special force cop officer!,San Andreas is full of wanted criminals to lock up and all of these bad guys are walking freely in the 20 different challenging levels in this driving simulator game. No time to waste! The city of San Andreas needs the new special force bus driver!,KEY FEATURES of San Andreas Police Bus Sim:,▶ Trace the wanted criminals and lock them in your San Andreas police bus!,▶ Unlock all kinds of different buses from the special force police!,▶ 20 different challenging levels to chase the wanted criminals!,▶ Experience how a real police bus driver works!,▶ More games like this driving simulator game coming soon!,We hope you enjoy arresting the criminals in this driving simulator game and don’t forget to like us on Google Play!,We are also on Facebook, Twitter and more!,http://www.facebook.com/mobileplus",,,"  10,000 - 50,000  ",10-Mar-16,1, 39M  ,,131,3.4,San Andreas Police Bus Sim
      4.0 and up    ,Adventure,"Super Woody is a fun, action packed adventure and platform game where you need to test your skills as you try to help Woody the timberman find his friends. ,In this amazing title you can take your platforming to the next level by collecting coins which can be traded for power-ups, all while avoiding the enemies that can be found at all corners and which give you demanding gameplay challenges that you want to avoid.,Power-ups come in all shapes and sizes, but these include magnets, weapons, wings or even a snorkel, all of which will add a lot of fun and variety to the game at all times. There are multiple animal mounts in the game as well, not to mention the fact that this entire adventure is fun and truly refined at all times.,Looking to enjoy a fun, relaxing and great looking platform game? Super Woody offers you all of that and it also brings in front a stellar gameplay that’s cool and a whole bunch of fun. Recovering Woody’s friends can be a difficult trip, and this is why you will need to test all your powers and invest them into getting the best outcome. Try out Super Woody right now, you will be amazed with the gameplay and how fun the experience really is!,Features:,• Fun adventure and platforming gameplay,• Collect coins and unlock powerful bonuses,• Stunning HD graphics,• Unique, fun soundtrack,• Access multiple game worlds like the mountain, forest or desert",,,"  10,000 - 50,000  ",23-Mar-16,3, 17M  ,,"1,178",4.9,Super Woody
      3.0 and up    ,Simulation,"Ever wanted to drive muscle cars? Maybe fly an airplane? This game is perfect for you! Now you can drive your super sports car do stunts and drifts in dirty off-road or fly your car like an airplane, feel like a professional aircraft flight pilot. You are free in a world  that you can do what you want.,Fly through amazing islands! Discover beautiful landscapes!,Fly around the World and become the best flying car pilot!,Flying Car Free: Extreme Pilot is made for all fans of free car driving games, Simulation games and Airplane Flight games,FLYING CAR FREE: EXTREME PILOT - GAME FEATURES:,✔ Test your Car Driving Skills,✔ Improve Plane Flight Ability,✔ Stunning HD Graphics,✔ Beautiful Mountains and islands,✔ Realistic and dynamic car physics,✔ Advanced airplane flight physics,✔ Easy and Free to use,✔ No WiFi? No Problem.,✔ Offline Play,Install now and feel the best  airplane flight experience!",,,"  50,000 - 100,000  ",5-Mar-16,1, 18M  ,,593,3.9,Flying Car Free: Extreme Pilot
      4.0 and up    ,Action,"The king of the deep sea is not a fish... it's a worm! You play a hungry worm who wants to destroy and eat everything he can find. In Prehistoric worm Deep sea you can control different worms, which have different abilities, and you can upgrade your worm to make it even stronger. Collect and use cards to improve your worm during each game and make unique sets! Hunt your score on different islands, which all have unique objects on it, and get the best of the world.,-Features-,-Highly addictive gameplay,-collect and use your cards to get better,-finish quests to earn rewards and to level up,-different worms/islands,-Upgrade your worm to get stronger!,-Compare your highscore with your friends or with the world (google+),-Different enemies (Coastguard, Police,...),-minimalistic oldschool pixel graphics",,,"  50,000 - 100,000  ",2-Apr-16, 2.0.3  , 20M  ,,"1,581",4.3,Prehistoric worm Deep sea
      2.3 and up    ,Adventure,"Dragon World Adventures is a classic platform game that combines old school game play with modern playability. There was a dragon artifact which sealed the Hell Gate, but one day it was shattered into 5 pieces, hold by 5 villains. In order to save the world from being overwhelmed by demons.  you need to follow the adventures of Calot, a Dragon Warrior, who will face multiple challenges to collect these pieces before it's too late!,***** Features *****,- A large number of handcrafted adventure levels,- 5 BIG bosses,- Over 10 different kinds of monsters,-  Cool effects,- Beautiful and friendly user interface,- Easy gameplay and intuitive controls,- Coin collection to power up your character,- Rankings for you and your friends",,,"  10,000 - 50,000  ",25-Mar-16,,,,"1,778",4.6,Dragon World Adventures
      4.0.3 and up    ,Puzzle,"Guide the ball to the green goal block by moving the slots. ,Easy to learn but hard to master. Ready to roll?",,,"  10,000 - 50,000  ",12-Mar-16,4, 12M  ,,32,2.8,Block Ball
      4.0 and up    ,Simulation,"BUS DRIVER START YOUR SCHOOL BUS! ,All the kids are waiting for the school bus driver to arrive and pick them up. Please remember to always drive safe because your job comes with responsibilities. Drop the children at school before the final horn rings. Play now this unique school bus simulator  a new and adrenaline filled bus driving simulator game. Become the best school bus driver and  pick the kids up and brings them to class. ,This brand new school bus simulator game is a must play adventure driving simulator  you like to play bus simulator games. Do your job as the city bus driver,  bring all those kids to their destinations. Bring them to their school, field trips and a lot more destination you will find in the career mode. , ,School Bus 16 is a bus driver simulator that will give you a lot fun  playing it. This driving simulator game is easy to play but very hard to master. So do you think you will be the best driver of the city?  Choose if you are you going for the career mode and play the complete story line and become the most popular driver of your city. Or will you play for fun and go for the fun mode which you can unlock after a few career mode missions! ,KEY FEATURES of this driving simulator game ,✔ Play different modes Career and free ride ,✔ experience cutting edge bus simulator game graphics ,✔ ground breaking city bus driver game physics ,✔ adrenaline-filled school bus simulator driving 3d excitement,✔ detailed and complex city bus passenger missions,✔ real world realistic city bus driver environment ,✔ realistic city driving simulator experience ,✔ more city driving simulator action and other adventure driving simulator games will follow shortly,We hope you will like this school bus driving simulator game and don’t forget to rate this must play city bus driver game on google play. , ,*** ANY IN GAME PURCHASE WILL REMOVE ADS FOREVER ***,We’re on Twitter, Facebook and more - find us on your favorite networks to hear about our newest games and other news updates:,▶ Website | www.trimcogames.com,▶ Facebook | www.facebook.com/TrimcoGame,▶ Twitter | www.twitter.com/gamestrimco,▶ YouTube | www.youtube.com/trimcogames",,,"  10,000 - 50,000  ",18-Mar-16,1.6, 66M  ,,279,3.8,School Bus 16
      4.0 and up    ,Puzzle,"Hey, escaper!,Get ready for the real 5 star room escape game.,We have prepared 20 locked rooms for you full of puzzles, riddles and mysteries. Your mission is to test your room escape skills and see if you are clever enough to find all the exits and break out.,If you are ready for this smart adventure download 5 Star Escape game now!,Game features:,↗ Different puzzles,↗ Claustrophobic atmosphere,↗ Game play for hours!,↗ ...most important - 5 star fun!",,,"  5,000 - 10,000  ",24-Mar-16,1.5, 75M  ,,339,4.3,5 Star Escape
      4.0 and up    ,Simulation,"BECOME THE BEST TRUCKER ON THE MOST DANGEROUS ROADS!,With Truck Driver 3D: Most Dangerous you will have guaranteed hours of fun. This epic truck driving simulator has a huge 3D open world in which is a lot to discover for the soon the be best city trucker. ,COMPLETE THE CHALLENGES, EARN CASH AND BUY TRUCKS!,Every level has its own unique challenges. When you complete those challenges you get loads of cash to buy a new epic truck to cruise through the city and mountains. Get the best and fastest truck to complete the challenges in this epic truck simulation game like a real big rig driving expert!,EXPERIENCE THE REAL TRUCKER LIFE!,Like a real big rig driving expert you have to drive safely, put on your indicators and wait for traffic lights… Or go full rampage and drive like a mad man through the city because who is going to stop a big rig driving expert like you in such an epic truck?!,✔ Real world realistic truck driving simulator sounds,✔ Ground breaking big rig driver simulator physics,✔ Adrenaline-filled truck driving simulator excitement,✔ Detailed and unique challenges for an expert like you,✔ Experience cutting edge 3D open world graphics,✔ Stunning city big rig driving dynamics ,✔ Real truck simulation game features,✔ More city truck driving action will follow shortly, ,We hope you will enjoy our truck simulation game and don’t forget to rate us on Google Play!,*** ANY IN GAME PURCHASE WILL REMOVE ADS FOREVER ***,We’re on Twitter, Facebook and more - find us on your favorite networks to hear about our newest games and other news updates:,▶ Website | www.trimcogames.com,▶ Facebook | www.facebook.com/TrimcoGame,▶ Twitter | www.twitter.com/gamestrimco,▶ YouTube | www.youtube.com/trimcogames",,,"  50,000 - 100,000  ",23-Mar-16,1.4, 58M  ,,642,3.7,Truck Roads 16: Most Dangerous
      4.1 and up    ,Arcade,"How to play:,1. Pop handbrake,2. Park car,3. Don't crash!",,,"  50,000 - 100,000  ",6-Mar-16,1, 24M  ,,"1,217",4.1,Handbrake Valet
      2.2 and up    ,Trivia,"Movie Jigsaw Quiz an addictive Picture Puzzle & Trivia game where you have to slide the image pieces in the right order to complete the movie related image and than Guess the Movie?,This is an amazing, unique and fun movie game for all ages! Test your movie skills against difficult puzzles and questions!,Find your favourite movie poster, see if you can solve the puzzle and answer the questions! Huge collections of movies from disney to comics to horror movies! ,Finding nemo, brave, terminator, star wars and many movies puzzles to solve and answer,100+ Levels and more to come in the next update!,Some picture maybe hard but we provides you with FREE hints!  Just play and WIN!,1) Reveal Image: Reveal the larger image so that you can put each piece correctly,2) Reveal the Order: Reveal order of the image!.,Another great Quiz game from Woody Apps!",,,"  500 - 1,000  ",31-Mar-16,1.02, 8.7M  ,,8,4.5,Movie Jigsaw Quiz
      2.3 and up    ,Puzzle,"It’s time for a little alchemy time. Let’s play this magical and very addictive match 3 puzzle game now! Swap and match 3 charms to release enchanting spells through the dreamworld of the witch. Potions and elixirs are ready for you as a little alchemist to throw around with sorcery. Combine the most powerful potions and charms to make it to the enchanting bonus points for more magical highscores.,Live your life through fantasy chronicles in the forest. Play and learn alchemy to get and collect the lost chronicles with potions and charms. This match 3 puzzle game is ready for some little alchemy from the little alchemist self. Take a shot, play for fun and enjoy long time!,Forest Alchemy: Lost Chronicles,- Very Addictive Gameplay,- Magical Witch Castle,- Fairy Tale of the Lost Chronicles,- Doodles of Forest Alchemy Elixirs,- Match 3 Puzzle Game Sorcery,Become the little alchemist in these fantasy chronicles and win the potions, charms and elixirs that you’ve dreamed about for years. Reach the kingdom of magic wizards and potions that is poisoned by the witch herself. This fairy tale is about the lost chronicles of the little alchemist, and you can solve all issues! Help us out and play match 3 puzzle game with magical potions, charms and elixirs. Let’s win this forest alchemy game!,Play with friends in this puzzle game like a real little alchemist. Have fun, enjoy!",,,"  1,000 - 5,000  ",30-Mar-16,1, 47M  ,,233,4.6,Forest Alchemy Lost Chronicles
      4.0 and up    ,Simulation,"The very first helicopter flight simulator capable of attracting gamers who always ignored this genre. Hill Rescue Helicopter 16 has interesting missions with challenging flight models. It's a real challenging 3D helicopter simulator as hardcore as other flight simulator games and extremely fun to play.,Hill Rescue Helicopter 16 is packed with lots of modes, different helicopters and loads of different missions. Real 3D simulation missions that will entertain all the big and old school helicopter sim fans out there. You need to spend some time to learning the controls, but there is no need for real hardcore 3D simulation experience.,The helicopter 3D simulation gameplay is interesting and draws you right in. Even if you don't know how it is to fly a real helicopter in life. The 3D Flight experience in Hill Rescue Helicopter 16 is very flowing and relaxing, but still tense and demanding sometimes. Become a real emergency helicopter pilot and test your helicopter simulator skills to their limits. As you take place in the cockpit of different emergency helicopters.,- Loads of challenging helicopter simulator missions ,- Choose from different helicopters, each varying in size and specs,- Become a true hero, breathtaking flight simulator,- Take off and rescue people ,- Well balanced flight controls, ,*** ANY IN GAME PURCHASE WILL REMOVE ADS FOREVER ***,We’re on Twitter, Facebook and more - find us on your favorite networks to hear about our newest games and other news updates:,▶ Website | www.trimcogames.com,▶ Facebook | www.facebook.com/TrimcoGame,▶ Twitter | www.twitter.com/gamestrimco,▶ YouTube | www.youtube.com/trimcogames",,,"  10,000 - 50,000  ",10-Mar-16,1.2, 52M  ,,120,3.5,Hill Rescue Helicopter 16
      4.0 and up    ,Simulation,"EXPERIENCE THRILLING AMBULANCE RIDES!,Become a lifesaver with this epic rescue ambulance simulator! Drive with the rescue ambulance near the emergency and bring the wounded people to the hospital. Go as fast as you can through the realistic 3D city of this rescue ambulance simulator game to save the patient in the back of your ambulance. Put on the sirens and rush through the busy traffic to the hospital!,FLY IN A REALISTIC RESCUE HELICOPTER!,At times of real need, take the rescue ambulance helicopter! No more busy traffic when you fly over the realistic 3D city! Flying in a helicopter has never been so realistic as in our rescue helicopter flying simulator. Become a real helicopter pilot and fly the wounded into the hospital. Show off your real helicopter flying skills in this rescue helicopter flying simulator game! ,Key Features of Rescue Ambulance & Helicopter:,✔ Ground breaking rescue helicopter flying simulator physics,✔ Adrenaline-filled ambulance driving simulator excitement,✔ Stunning insane ambulance driving simulator dynamics ,✔ Real world and real helicopter flying simulator sounds,✔ Unique ambulance driving simulator challenges ,✔ Realistic 3D city for an ambulance driving simulator expert like you,✔ Real helicopter flying simulation game features,✔ More game like this rescue simulation game will follow shortly ,We hope you will like our rescue ambulance simulator and don’t forget to rate us on the Google Play store!,*** ANY IN GAME PURCHASE WILL REMOVE ADS FOREVER ***,We’re on Twitter, Facebook and more - find us on your favorite networks to hear about our newest games and other news updates:,▶ Website | www.trimcogames.com,▶ Facebook | www.facebook.com/TrimcoGame,▶ Twitter | www.twitter.com/gamestrimco,▶ YouTube | www.youtube.com/trimcogames",,,  10 - 50  ,30-Mar-16,1, 62M  ,,95,3.9,Rescue Ambulance & Helicopter
      4.0 and up    ,Adventure,"super candy legend is great free candy games, very easy and addictive. play with several level and mission. solve the puzzle and get high score to chalenge with your friends,how to play :,- match 3 or more identical candy to remove them,- eliminate the candy and get the bonus,features : ,- great and fresh desain,- nice and clean sound fx,- more level and chalenge,- fun and addictive,download now for free",,,"  5,000 - 10,000  ",4-Mar-16,1, 43M  ,,68,4,super candy legend
      4.0 and up    ,Simulation,"Become a truck driver in Extreme Truck Parking 3D,Extreme Truck Parking 3D is a 3D Truck simulator game, the game simulates various parking situations that you may encounter in your career as a real trucker. In this 3D truck parking game you can change the overall view of the truck's position in different 3D optic angles. Change the view to birdview to have a good idea how much space is left when you park your truck as a king in this 3D truck parking game. Control the truck with a steering wheel, acceleration and brake pedal. Steer your truck into the right parking spot, put the gear into park and round up your mission as a truck driver in this 3D truck parking game.  ,Real truck parking 3D missions,if you want to become a real truck driver test out your skills in a crazy 3D truck driving world then have fun with Extreme Truck Parking 3D. Go ahead and complete a more than 50 exciting levels. Compete against others in the leaderboards. ,Extreme Truck Parking 3D -  truck simulator game features:,- One of the best parking simulator game physics,- Different camera view, check the position of your truck and cars as you park it,- Are you ready for a speed game time is the main challenge for you truckers out there!,- Real 3d environment with beautiful graphics,- On-Screen Steering Wheel, acceleration and brake pedals and gearshift,Please give us some support by rating our game on Google Play or following us on:,Facebook - ,https://www.facebook.com/VascoGames,Twitter - ,https://twitter.com/VascoGames",,,"  10,000 - 50,000  ",24-Mar-16,1.1, 43M  ,Top Developer,305,3.9,Extreme Truck Parking 3D
      2.3 and up    ,Casual,"Cookie Paradise lets you embark on a spectacular journey with exciting and challenging objectives like you have never seen before! Switch and match cookies as many as you can in least number of moves! Collect magic special cookie boosters to get high scores & pass the level quickly.  Hop in your bakery to set sail on this new match 3 puzzle adventure and explore mouth-watering patisseries from around the world. Start your delicious adventure in Cookie Paradise with unique and delicious dessert set with cookie jam treats. Play Cookie Paradise with your Facebook friends & try your best to get best rank in Leaderboard!,Whip your way though hundreds of addictively sweet recipe-solving challenges by concocting scrumptious cookie combos. Less moves you pass a level, higher score you'll get.Can you score high enough to earn 3 stars on every level?,Join this cookie jam along with us to get the best matching experience.,Cookie Paradise Game Features:,More divine cookie combinations and challenging game modes.,Hundreds of funny cookie crushing puzzles levels, each one is unique saga!,Race your Facebook friends across the sweet islands!,Unique and delicious power-ups and combos in each levels.,Fantastic cookie islands, hundreds of well-designed free levels! Free levels and game modes added regularly!,Brand new delicious multiboard feature!,If you face any difficulty while installation, please report to us. We will try to resolve it at the earliest.",,,"  10,000 - 50,000  ",23-Mar-16,,,Top Developer,302,4.4,Cookie Paradise
      2.3.3 and up    ,Casino,"Now with even bigger JACKPOTS and Wins Classic Seven Diamonds Slot Machine is easy to play and offers one of the loosest penny slots around. Whether you like penny slots or multi pay-line slot machines this game is for you. While Classic 7 Diamonds is loose the leaderboards are still very competitive come rise to the top of the leaderboard. Compete against your friends and other app users for the top spot on the leaderboard daily and all time. This Classic Slots will be sure to keep you occupied for hours at a time!,Amazing Features:,• Bonuses awarded frequently,• Bonus Game,• Realistic Vegas feel,• Great Jackpots,• Genuine sounds,• 3 hour bonuses offering double credits and more,If you like this one also try our 100x Pay Slot machine!,Come have fun with our slots!",,,"  1,000 - 5,000  ",25-Mar-16,1, 15M  ,,15,4.2,Classic Seven Diamonds Slots
      4.1 and up    ,Casual,"It's time to earn real money with Gold Fish Tap!,Step 1: Earn 1 cent by watching one video. Watch as many videos as you want.,Step 2: Fill out your paypal e-mail when you earn $25 or more,Step 3: Receive your payment via paypal",,,"  1,000 - 5,000  ",29-Mar-16,1.11, 15M  ,,63,3.4,Gold Fish
      2.3 and up    ,Simulation,"Pilot Airplane is a simulator of a cockpit in passenger airplane! Fly an airplane and float in sky in the aircraft simulator! Dream about becoming a pilot and fly in blue skies? Learn in real 3D simulation! Warm up engines, raise the speed, pull the helm and blast off the airport runway! Don't forget to hide landing wheels and watch the flight indicators and the fuel level! Flying a plane is not easy - not everyone can be a pilot! Prevent air crash in critical moments and extreme situations! Don't hit the ground! The pilot cockpit is not a place for rookies! Upgrade your skills of flying the iron bird! Fly through the checkpoints and set new records of the flight distances!,Share your flight results of free 3D aircraft simulator with friends in social networks! Follow your dream and become a pilot! The sky is calling! The helm is waiting!",,,"  10,000 - 50,000  ",21-Mar-16,1, 19M  ,,160,3.4,Pilot Airplane simulator
      2.3 and up    ,Racing,"Driving Zone: Russia, - a simulator of street racing on the cars produced in Russia.,You can choose from classic cars produced in Russia, and the most modern models. Each car has its own character and a real engine sound. All models have thoroughly researched body and interior, which gives a special feeling of realism and full presence.,Start the engine and move along a busy highway as quickly as possible, ahead of the dense automobile traffic and earn points that will be useful to unlock new cars and other features of the game.,You can choose from four unique tracks with different weather conditions, road width and the number of lanes. Arrange the race on the street circuit, where the sky is hidden behind the tall skyscrapers, or on the suburban road with picturesque hills and forests around, or select a line passing through the hot and dry desert, but if you are a real extreme racer, then you will surely enjoy the winter track with the dangerous icy road, where there's just pure snow and snow-covered trees. Available selection of any time of day, that will be changed dynamically in real time.,This racing simulator gives you the ability to choose the style of driving that can be tranquil and safe or extremely racing. The abundance of settings allows you to customize a level of car physics realism, from arcade and simple to the most realistic, as in the difficult racing simulator in which you will need to show your driving skills.,Record your gameplay videos and share them to your friends in social networks with Everyplay Service. You can edit recorded video replays and comment them using the camera and microphone on your device.,Features:,- Modern beautiful graphics;,- Realistic car physics;,- Change the time of day in real-time;,- Qualitatively modeled Russian cars;,- 4 tracks with different weather conditions;,- First person view / interior camera.,Warning!, This game is quite realistic, but it is not designed to teach you how to street racing. Be careful and responsible when you're driving real car. Enjoy virtual racing in heavy car traffic, but please observe the traffic rules and be careful on real roads.",,,"  50,000 - 100,000  ",29-Mar-16,1.05, 45M  ,,"2,135",4.2,Driving Zone: Russia
      2.3.3 and up    ,Word,"Presenting the best free Word Game available on Android. Word Brain Teaser at its best.,Race against the clock to find the target word hidden inside the 5X5 grid in just 90 seconds. This game tests your vocabulary and brainstorms your minds. You can find words on grid in any possible direction; up, down, right, left, diagonal or criss-cross. Find the word directly or make as many as possible valid words to reach closer to the target word.,To help get you started we have included free power up for all new players in this word game, WordBrain Teaser game.,Time to put on your thinking caps and enjoy this one of a kind Word Finding game, Word Brain Teaser game. ,Available in 3 different game modes, Word Teaser is the most fun word game on Google Play. You can play SOLO, aim for longest streaks and fight against the worldwide players to reach on top in leaderboard. If you’re looking for something more, there is long list of CATEGORIES that lets you play with the hand-picked words. This list comprises most common but popular topics like word games Animals, Countries, Brands, Colors, Sports, Fruits , Cities, Flowers , Cars , Clothing , Maths, Nature, Science, Kids, Food, Cats, Dogs & Veggies and many more.,The awesomeness of this wonderful game doesn’t end here. If you have a knack for challenges, there is real-time MULTIPLAYER mode that lets you play against your friends or random opponents across the world. Challenge, Play and see who’s the best.,Gone are the days for Word Game fans when they had only Word Search, Scrabble, and Crosswords as their choices. Word Teaser gives you a fresh and awesome game experience.,In short stimulates brain with a unique flavor of word search,word find ,puzzle and word learning. Keeps you yearning for more.,Come and Join the “League of World’s Best Word Finders”.,Highlights:,* Three different modes to play: SOLO, MULTI and CATEGORIES,* More than 20 CATEGORIES to chose from,* Games designed to act as Brain Teasers.,* Play with friends or other players around the world in MULTIPLAYER mode,* Cool Achievements to unlock,* Earn Medals for longer streaks,* Global leaderboard,* Word games free for adults, girls , kids, boys, all ages,* Word Finding games,* Word Find Puzzle,* Word Learning,* Word Swipe Control,* Word games for kids 5 years free,* Real time online multiplayer word games,* Word swipe game,* Innovative hangman style word games.,* Fun way to Word learning  word games with dictionary meaning.,* Addictive word brain teaser games,* best new word search game 2016",,,"  1,000 - 5,000  ",30-Mar-16,,,,103,4.8,Word Teaser
      4.0 and up    ,Puzzle,"Have a bad mood? Want to kill  somebody? - Then this game is for you! See how stickman do it!,Never make Janitor angry! See funny animated stories and comics about Crazy Janitor.,* 5 ways to kill,,* a lot of fantasy, blood and fun.,Just click on objects and see what happens.,Live and death of stickman is in your hands now!",,,"  1,000 - 5,000  ",19-Mar-16, 1.0.0  , 17M  ,,23,3.8,Stickman Janitor Killer
