operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      2.3 and up    ,Action,"Welcome to The Grand Auto! This game is a real simulator of criminal life in a vice and evil city. ,Even the most experienced shooters occur misfire. The same thing happened with Jake. Invisible man, which happened will become a crime witness, Jake was behind bars. This story is about a guy who is back in town and eager to regain his place in this city. ,You will have to start his career as usual megatramp, whose name is Jake. The hero just escaped from prison and wants revenge. During the game you have to go through difficult career, do a lot of missions. You have to steal cars and motorcycles, organize mass robbery, contract killings perform, participate in fights and shootings. ,You will be able to build an empire, create your clan of gangsters and become a real godfather in his city. Control the everything that happens with your criminal business, such as theft, robbery and gang clashes ,Features The Grand Auto: ,- Absolutely new, revolutionary physics ,- Third person gameplay: car stealing, man shooting and driving are all for you, with the most powerful 3D engine ,- Realistic graphics, previously not seen on smartphones ,- Unique storyline ,- Unique Mission ,- A game where intertwined action, shooter, business-farm, strategy ,- Endless space for police actions: hit and run, car stealing, police firefight and even more ,- A huge number of jobs and professions: from taxi driver to professional assassin ,- Addictive gameplay ,- Best Cars ,- Comprehensive car tuning: colors, spares, drives and every part you can imagine ,- Huge open world ,- Ability to conduct their business ,Go on! Help Jake to become the Godfather of American Gangs and car thieves king! The Grand Auto is your choice!",,,"  10,000 - 50,000  ",10-Mar-16, 1.1.3  , 84M  ,,891,3.9,The Grand Auto
      2.3 and up    ,Sports,"Once every year the best flail fighters from around the globe gather on Mr Tans secluded tropical island. They will do battle until one true flail master is victorious.,Can you tame the unpredictable power of the flail?,You can also battle against a friend on the same device.,Please don't practice your flail technique in the living room next to your mothers ornaments.",,,"  10,000 - 50,000  ",25-Feb-16,1, 8.6M  ,,290,4.1,Epic Flail
      2.3 and up    ,Casual,"Meet Leo the talking stray cat. Leo is a fun little virtual pet that responds to your touch and repeats everything you say with his own hilarious voice. You can pet him, poke him pull his ears, play with his collar and much more. Leo loves to play and has got some cool games he cannot wait to play with you!,Features:,- High quality 3D graphics,- Talk to Leo: Speak and he repeats what you say in his own funny voice.,- Play with Leo: Basketball, Soccer, and an exciting cooking game.,- Customize / dress up: fur color change, sun glasses, new clothes, new outfits, caps and more.,- Take care of him: wash him, bring him to sleep etc.,- Over 20 engaging mini to be played: Joe bounce, match-3 games, puzzles etc. ,- Earn coins: Get special achievements for playing with Leo and the different games.,- Much more coming soon,This fun game is a free application. Download it and please rate it with 5 stars if you like it.",,,,11-Mar-16,1, 78M  ,,40,3.5,Talking Cat Leo
      2.3 and up    ,Simulation,"4x4 off-road rally 6 - drive powerful 4x4 on interesting tracks on difficult terrain like a swamp, sand, forest and so on. Get behind the wheel of powerful cars and show your extreme driving skills in this Android game. Do various tasks and unlock new cars, like Jeep, Range Rover, Mercedes and other cars. Go around heaps of stones, force water obstacles, climb up steep slopes and go down treacherous hills. Conquer the roads and become a winner!,Game features:,-Great graphics,-Easy controls,-Different cars,-Realistic physics,-Absorbing gameplay",,,"  10,000 - 50,000  ",10-Mar-16,1.5, 171M  ,,729,4.2,4x4 Off-Road Rally 6
      4.1 and up    ,Casual,"Fashion Doctor is back for the hot summer season and it’s up to you to help the celebrities look their best on the red carpet. ,Choose your favorite celebrity and start with a lovely and relaxing trip to the high-end spa. Give her a facial using only the best oils, moisturizers and exfoliating scrubs. Make her skin gleam and bring out her inner beauty. Try a special cucumber mask to even skin tone and whisk away impurities! ,Then, hit the coolest salon in Hollywood! Fix up her makeup using a vibrant palette of the season’s hottest colors. Apply lipstick, blush and eyeshadow. Mix and match for a look that’s sure to be on the cover of every fashion magazine. ,Take your celebrity to the atelier of an haute couture designer and find the best outfit. Dress up in ravishing gowns, cocktail dresses or miniskirts. You can be the one to bring back the bodycon dress! Add accessories like wraps, jewelry and scene purses. Don’t forget a pair of sky high stilettos either,Product Features:,- Lots of different clothes, earrings and necklaces to try on,- Colorful makeup choices to complement every look,- Red carpet styling and cool backgrounds,With your help, your star will be the beauty of the summer!,How to Play:,- Tap to choose makeup, dresses and accessories,- Swipe to apply cosmetics and spa treatments,- Play again and again to show off your unique style,******************************************,STAY TUNED with our social media!,Come join our Facebook: ,https://www.facebook.com/pages/Beauty-Inc/1490275731254673,Get us on Twitter: ,https://twitter.com/Beauty__Inc,Come see our website! ,http://www.beautyapps.net/,Are you an Instagrammer? Check our our posts here: ,https://instagram.com/beauty.incorporated/",,,"  10,000 - 50,000  ",23-Feb-16,1, 47M  ,,298,4.1,Fashion Doctor 2:Celeb Salon
      2.3 and up    ,Creativity,"Time to style up little princess Baby Hazel in different makeovers!,It’s time for Baby Hazel to look fabulous with unique and attractive hairstyles! She needs a little fashion styling from you! Help Hazel to look stunning and gorgeous.,Hey! Which hair style should Baby Hazel do? Do you have some great ideas? If yes, then go creative and braid amazing and unique hair styles for little princess. Use tons of professional hair styling tools and accessories to style up darling Hazel. Wardrobe collection is loaded with trendiest outfits to enhance Hazel’s personality. Give Baby Hazel the prettiest makeover ever. Have fun! ,•	Wash, dry and comb Hazel’s hair,•	Use styling tools to curl, straighten and trim hair,•	Braid 5 unique hairstyles  ,•	Brown, black, blonde gray, burgundy… choose from 6 of attractive hair shades,•	22 trendiest hair accessories to enhance hairstyle ,•	A wide collection of designer jewelry to try on darling Hazel ,•	Tons of fab outfits for Hazel to look stylish ,•	Dance to music with Hazel and her prince charm,•	Unwrap gifts to surprise Baby Hazel ,Show off your styling sense to help Baby Hazel look stunning!!! Download the app now!",,,"  10,000 - 50,000  ",23-Feb-16,8, 35M  ,,339,3.8,Baby Hazel Hair Day
      2.3 and up    ,Puzzle,"Hidden Scenes is a game similar to a jigsaw puzzle where you swap and flip the pieces to reveal the hidden scene. When all pieces are flipped / swapped into their correct location, you win!,Explore the colors of the rainbow! Relax and lose yourself among the beautiful nature scenes!,Five different modes of play:,SWAP - swap the pieces into their correct spot, easy and relaxing,FLIP - swap and flip the pieces into their correct spot, a little more challenging,ROTATE - swap and ROTATE the pieces into their correct spot! Can be very challenging!,RADIAL - swap pieces of a circular puzzle, very unique!,CHALLENGE - Play through exciting fast paced timed and move counting games!  Are you fast enough to make it through all 50??,Get bonus power-ups during gameplay!, 500 coins - make correct matches in a row, 500 coins - quickly match three in a row, 500 coins - complete the puzzle without using the preview button, 1000 coins - complete the entire puzzle without making any mistakes!,Download this dynamic jigsaw puzzle now and join in on the fun! Uncover the beautiful hidden scenes and treasures this app has to offer!",,,"  500 - 1,000  ",4-Mar-16, 1.0.1  , 45M  ,,34,4.6,Hidden Scenes - Rainbow
      3.0 and up    ,Simulation,"Ever wanted to drive muscle cars? Maybe fly an airplane? This game is perfect for you! Now you can drive your super sports car do stunts and drifts in dirty off-road or fly your car like an airplane, feel like a professional aircraft flight pilot. You are free in a world  that you can do what you want.,Fly through amazing islands! Discover beautiful landscapes!,Fly around the World and become the best flying car pilot!,Flying Car Free: Extreme Pilot is made for all fans of free car driving games, Simulation games and Airplane Flight games,FLYING CAR FREE: EXTREME PILOT - GAME FEATURES:,✔ Test your Car Driving Skills,✔ Improve Plane Flight Ability,✔ Stunning HD Graphics,✔ Beautiful Mountains and islands,✔ Realistic and dynamic car physics,✔ Advanced airplane flight physics,✔ Easy and Free to use,✔ No WiFi? No Problem.,✔ Offline Play,Install now and feel the best  airplane flight experience!",,,"  5,000 - 10,000  ",5-Mar-16,1, 18M  ,,95,4.1,Flying Car Free: Extreme Pilot
      2.3 and up    ,Puzzle,"Welcome in the fruit blast wonderland, hero. Play with fresh and colorful Juice Fruit Pop fruits, so yummy! The super delicious frutti splash effects are countless. Be the star of the wonderland and splash sweet and juicy lines as a real hero. This is a very addictive match 3 puzzle game that you simply cannot miss! Orange, bananas, strawberries, every kind of sugar sweet is here for you. The fresh splash effect of fruit mania heroes is endless in this super candy match game. Are you in for some delicious fruits star fun? Let’s get yummy juicy fruits!,Juice Fruit Pop 2:,+ Sweet Fruit Blast Experience,+ Amazing and Delicious Splash Effect,+ Very Addictive Match 3 Game Play,+ Swap & Combine Candy Match Game,+ Play with Facebook Friends,It’s time to start playing Juice Fruit Pop 2 soon! You should be prepared and get ready for the super star blast that’s happening when you play this. Get an orange, cherry, blueberry or pear and match 3 game fruits and get juicy splash effects! So delicious, yummy! Swap and combine all the different fruits and become the star or hero of this game! You can also play with your friends on Facebook. Battle and be sweet! Are you ready for Juice Fruit Pop 2, or do you need some final facts? Let’s do this fruit blast!,More than 400 fruit splash levels are ready for you to play. Swap, combine and match 3 game play fruits to become the hero. Do you like some sweet frutti bananas? Or strawberries? Get them now and play with them! Super splash effects when you connect lines of the same fruits. Be the cherry on top, the cherry on top of the super sweet cake. Yummy!,You’re ready for this sweet juicy fruit splash match 3 game now. Swap and combine the most delicious and yummy fruits like bananas, strawberries and cherry’s. Connect them in this fruit mania adventure, so fresh. Enjoy!,Juice Fruit Pop 2 is completely free to play, but some in-game items such as lives or gold coins can require real payment. ,Help us by rating Juice Fruit Pop 2 with a lot of stars. You can also follow us on Facebook:,http://www.facebook.com/PuzzleGamesVG",,,"  5,000 - 10,000  ",2-Mar-16,1.05, 43M  ,,179,4.4,Juice Fruit Pop 2: Match 3
      2.3 and up    ,Arcade,"This is Piano Tiles 2 – Barbie Princess Girl, Play piano white tile and become a star girl!,Piano Tiles 2 for barbie princess girls is the hugely popular game on 2015 with +than 1 Million Players around the world. Piano Tiles 2 Barbie (star girl) with this new version dedicated to barbie princess girls. New game play, first-class sound quality and a global competition mode life give your white fingers a fast paced thrill with the elegance of piano playing!,•What's new in Piano Tiles 2 for barbie princess girls & star girl,Added login feature to enable synchronization of game data and competition with friends;,Brand-new gameplay;,Compete with players around the world;,New color scheme, multicolor instead of pink and white;,Great new music, feel the pleasure of life as a professional pianist;,Create your own princess girl life score with fun.,•How To Play: barbie piano tile,The rules are clear: just tap the pink piano tiles 2 to the music and avoid tapping anywhere else.,Try it out, enjoy the piano tiles 2 princess girls music, train your white fingers to be faster, and see if you can beat your friends to become a star girl!,-Achievements:,Over 500,000,000 downloads worldwide.,Over 300,000 five-star ratings on the Google Play Store,You don’t need clones, have fun with the original!,Simple Design,Vivid Graphics,Challenging and Rewarding,Leaderboards,•Contact Us:,We'd love to hear your suggestions and comments! More improvements and new features are coming, so stay tuned!,Google + : ,https://plus.google.com/117394607178048864551,Google play page : https://play.google.com/store/apps/dev?id=5023469592586695548,Facebook official page : ,http://www.facebook.com/PianoTiles2GirlsGame,-About Us :,Creative Labs Studio leads the industry by providing entertaining apps and games for the whole community through innovation and creativity. The company develops and publishes apps for smartphones and tablets played by millions of gamers worldwide featuring high profile properties,HAVE QUESTIONS? ,We always welcome your questions, suggestions and comments. Contact us 24/7 at ,CreativeLabStudio@gmail.com,Before you download this game, please note that this app is free to play, It also may contain advertising from Creative Labs Studio. Regarding other apps we publish, and social media links that are only accessible behind a parental gate. #pianotiles2 #barbie #stargirl,PS: Don't be addicted with the piano tiles game, and specifically this piano tiles app.",,,"  50,000 - 100,000  ",12-Feb-16,1, 1.8M  ,,745,3.7,Piano Tiles 2 (Princess Girls)
      4.0 and up    ,Adventure,"Try the game for free and, if you like it, you’ll OWN it for life with a ONE TIME unlock!,NO virtual items, NO subscriptions, NO coins & gems!,*********************************************************************************** ,It’s ain’t another cold case! It’s all happening right here, right now! A horrifying story of a sudden death and a ruthless crime! An innocent victim buried alive… But it’s still not too late! Bend every effort, leave no stone unturned and rescue a poor young lady from the arms of death!,• GET TO THE BOTTOM OF A HELLISH CRIME!,Become a detective's assistant and help him solve this sophisticated crime! Find objects, solve puzzles, watch the characters around you and pay attention to their every move!,• CHALLENGE YOURSELF WITH A WONDERFUL ADVENTURE!,Enjoy a variety of in-depth hidden object scenes and crack challenging puzzles across 35 thrilling locations! Dark Tales: The Premature Burial is a treat for the brain and a feast for both eyes and ears!,• GET A MARVELOUS BONUS!,This time Collector’s Edition features a helpful strategy guide along with a set of stunning wallpapers and sketches, a wonderful soundtrack and, of course, a Bonus Chapter with more locations to explore and objects to find! ,So, what are you waiting for?,The READ_PHONE_STATE permission is used to generate unique hash of a device. No private data is being stored anywhere.",,,"  5,000 - 10,000  ",25-Feb-16,1, 534M  ,Top Developer,677,4,Dark Tales: Buried Alive Free
      2.3 and up    ,Role Playing,"Don powered armor as you take on terrorists and eldritch aliens in the not too distant future! Modify your armor to suit your needs and stand tall against your foes.,""Magikiras"" is a 1,100,000-word interactive novel by Gabriel Chia, where your choices control the story. It's entirely text-based--without graphics or sound effects--and fueled by the vast, unstoppable power of your imagination.,• A 1,100,000-word story that takes place in a near future where magic and technology exists side by side.,• Choose your team and your enemy for different sides of the same story.,• Play as a normal soldier or one with magic at their command.,• Modify your powered armor to better suit your needs and preference.",,,,10-Mar-16, 1.0.0  , 5.7M  ,,31,4.9,Magikiras
      4.1 and up    ,Action,"The mighty Redbeard is back in the killer follow-up to the best Nordic mobile game of 2011!,Help Redbeard defend his precious flowers from hordes of invading Vikings, making use of his sharp axe and unparalleled throwing skills, spells from the Gods and awesome power-ups! ,Axe in Face is easy to learn and play, featuring innovative line-drawing gameplay, beautifully animated graphics (with just the right pinch of cartoonish blood and gore of course), challenging levels and extremely creative enemies (tip: set your axe on fire to finish-off those Vikings hiding behind trees),It is time to sharpen your axe and join Redbeard in his epic axeventure!,PROTECT THE FLOWERS,Defending your flowerbed is the most important thing a Viking warrior can do. Even though Redbeard is as kind as the next Viking, his passion for flowers can turn him into a vicious killing machine. Redbeard knows how to handle a watering can, but he can also throw an axe like no other Viking in the land if someone crosses his flowers. ,DEFEAT THE VIKING HORDES,There are some real unmannered Vikings out there, and they are stomping down on Redbeard’s flower beds destroying his beloved flowers. Are you gonna let ‘em get away with that? Your axe throwing skills are needed to take them down so grab your finest axe and teach ‘em some manners. ,SUMMON THE POWER OF THE GODS,Need more killing power? Just ask the Gods to send you a convenient lightning bolt or provoke a massive explosion that will send bits and pieces of those nasty invaders right to Valhalla! ,DISCOVER THE WORLD OF REDBEARD ,There are always more levels to play and more enemies to behead. Just keep an eye out on those Viking invaders and strike them as they stick their heads out. With a progressive difficulty, innovative tactics, changing environments, exciting spells, Axe in Face 2 will keep you highly entertained. ,CHALLENGE YOUR FRIENDS,Challenge your friends to see who’s the best axe thrower in the Viking world and, of course, save the Daffodils in the process.",,,"  10,000 - 50,000  ",1-Mar-16, 1.1.1  , 39M  ,,818,4.5,Axe in Face 2
      2.3.3 and up    ,Casual,"Preschool Kids Coloring Game for Cute Shopkins Superstore Play the best digital coloring book for kids.,Level up your painting skills and become Kids coloring book.,Kids Paint Coloring Page for Shopkins  !! Coloring Apps with more 10 different coloring pages and you can choose many colors for coloring. printable ready !!,Hope to fun with this application. Best for child to play with coloring book.,This game is suitable for all ages, boys, girls, baby, preschool.,Games to entertain all ages with a passive brain to think empirically.,Coloring Book For Kids. With the good interface of design compatible with Phone and Tablet. To coloring the cartoons , Painting The Cartoons Character.,Thank You!,Disclaimer : This is an unofficial app. All Cartoon characters show or represented in app are copyright and trademark of their respective corporations.",,,"  5,000 - 10,000  ",13-Feb-16,1, 13M  ,,23,3.3,Coloring Game  Shopkins Store
      2.3 and up    ,Casual,"Here’s the deal: You get to make yummy food in this Android™ version of the delicious food-making game: Cruise Ship Cooking Scramble, part of the Food Court Fever series played by 2+ MILLION customers around the world! AND, by playing this game you help feed hungry kids as money from this game gets donated to Backpack Buddies!,You are a superstar master chef hired to run different cruise ship restaurants to make yummy food and serve your vacation customers from around the world as you have carnival FUN AND earn MONEY. Cruise Ship Cooking Scramble will serve you hours of challenging and cruising fun for the whole family, and endless play to master a deliciously addictive time management game!  And it’s FREE, what a deal!  ,GAME PLAY FEATURES:,• Play 70 different levels!,• Feed the world with 7 different restaurants to master the carnival challenge, chef!,• Tons of different yummy food ingredients! ,• Earn money to decorate your own restaurant!,• PLUS PLAY MINI GAME CHALLENGES!,So, you think you can be a superstar chef, make your mama proud, and be world master of your restaurant?  Challenge your cooking skills!  Get ready for yummy food-making HAPPINESS with Cruise Ship Cooking Scramble...  It’s a party!  It’s a carnival!  The more you play this family fun game, the more delicious ingredients and customers you unlock, the more HUNGRY kids you help feed, and the more FUN you have!,Like us on Facebook!  ,https://www.facebook.com/Flowmotionentertainment,  ,Watch us on Youtube!  ,https://www.youtube.com/watch?v=6CyDP3cYAIk, ,Play with us on Google+!  ,https://plus.google.com/115747041915102598016/",,,"  1,000 - 5,000  ",12-Mar-16,1, 59M  ,,44,4,Cruise Ship Cooking Scramble
      2.3 and up    ,Adventure,"✧✧✧ Clan of Owl is here! ✧✧✧,You enter the world as the last remaining member of the famous Guardano Owl Clan. 🐦 Your goal is to find all the members of your new family, mark your territory, defeat all the bosses, enemy clans, and finally the super bosses.  ,Come and customize your own owl!! Plenty of color combinations to choose from.,Thanks for supporting Wildfoot games!   We are trying our best to being you the most action packed animal simulators on the app stores.  Clan of Owl is the latest installment of our adventure animal simulator games.  ,The most action packed owl simulator game on the app store.  Loaded with all your favorite forest animals including: Fox, Deer, Wolf, Horse, Pony, Bear, and Eagle. Enter this forest world as a young bird, help him find his family, grow into a huge giant owl, and dominate the forest.  Your family members will be your ultimate guardians.  You must learn to use them in order to win the game.  ,**Customize your Owl Color by pressing the Edit button on the 'Me' page**,**8 Different Color and Style Options to Choose From**,Other enemies include : Fawn, Deer, Eagle, Bear, Duck, Wolf, Goat, and Fox.  Be fast and race around the huge map and hunt down your enemies.  Hunt them before they get you. This game is Part Wild Animal Survival, Part Role Playing, but totally action packed.  Also includes dynamic time of day and weather.  ,Magic spells include : Electric Shock, Fireball, Healing, and Invincibility.  ,Top App Features:,✳✳  Fast paced and action packed Owl simulator,✳✳  Find all 6 of your family members,✳✳ Locate all the magic books,✳✳ Call your clan members when you are near your enemies,✳✳ Realistic wild animal sound effects and weather effects,✳✳ Open World Style survival game,✳✳ Huge 3D Map,✳✳ Fly up and down with our special elevation feature,How to Play:,1. Mark your territory,2. Find all 6 Owl Clan members,3. Find all the 4 magic spell books,4. Defeat all 6 Bosses,5. Defeat all 4 enemy Clans,6. Defeat all 6 Super bosses,Do you like this game?  We would love it if you let us know what you think. We tried hard to respond to all comments and listen to your suggestions.  At Wildfoot, we love 3D animal simulators and our goal is to set the standard of quality for animal sims.  ,Please come check out our Facebook page: ,https://www.facebook.com/wildfootgames, for updates. Remember that friendship is magic.  Find your guardians and create your own legend! Thanks for playing our games!!",,,"  5,000 - 10,000  ",4-Mar-16,1, 41M  ,,157,4.3,Clan of Owl
      2.3 and up    ,Casual,"Are you a passionate about makeup, fix and dress your friends? If you consider yourself a lover of the overall beauty of women and you think that every girl should always go to the last trend don't miss our amazing fashion game, because here you can make your dream come true with just one click, go for it!,Here you will possess your own wardrobe for beautifying and grooming the girls, so you must show your professionalism to keep the job and earn much money. You'll take control of the process to fix your clients and you will be solely responsible to make them look nice, are you ready for it? You have to guide yourself according to your taste and dress them according to your style, so enter in the closet and choose the clothes you like best: dresses, skirts, hats, bags, jeans, jackets, cardigans, boots, high heels. ..and many others with which you'll create unique outfits. Once finished this process makeup the face with the cosmetics that you have at your disposal and make a complex hairstyle to amaze the public.,You will enjoy the most innovative designs, superb quality graphics and a very easy interface to use: just drag your finger across the screen and guide your character in the decisions that you think appropriate, Luck!",,,"  50,000 - 100,000  ",16-Feb-16,1, 41M  ,,265,3.5,DressUp Salon and MakeUp
      2.3 and up    ,Arcade,"The game task is pretty simple - jump as far as you can and avoid falling from platforms. Amazing graphics and stunning audio will keep you entertained for ages! Conquer those twist and turns to become the ultimate champion. Play fast and hard to show them who’s the best!,• 100% Free download!,• Cool app for kids, adults and the whole family,• See how far you can get and climb the leaderboards,• Absolutely free to play!,• No WiFi required – play offline!,• No ads – not sure if it’s true",,,,11-Mar-16,1, 37M  ,,81,4.7,"Tunnels, Twists & Turns"
      2.3 and up    ,Action,"Creepy Death Shooter is an all new, action packed first person shooting game. You have advanced auto loader guns, so keep your finger on the trigger your survival in a deadly world. You have skills as a soldier, enhance your weapons and use your skills to kill as many of your enemies as you can. Your mission to kill all the zombies coming out from buildings and save yourself from zombies attacks.,Kill all the hordes of bloodthirsty zombies and secure vital supplies. Protect the safe haven, explore the different maps(zombies area) and uncover the provoking truth in this intense FPS action game.,Zombies game Features,**  Easy controls!,**  Stunning graphics with advanced lighting and post-process effects,**  Multiple 3D environments (maps) 100% free,**  Fast action! Run, fire, and beat all the walking dead to complete a level.,**  Get coins killing Zombies, and buy guns & ammunition from store.,*** All 100% Free! ***,How to Play,**  Choose your mission,**  Shoot with fire button,**  Move up down jump button,**  Use anti-terrorist 3D pistol to fire your gunshot ,**  Auto target whenever close to enemy,**  Choose different type’s ammo during action war",,,"  10,000 - 50,000  ",1-Mar-16,1.2, 50M  ,,97,4,Creepy Death Shooter
      2.3 and up    ,Simulation,"Step into the deep oceans and explore the underwater world with Angry mermaid! Play as a cute mermaid and enjoy marine life from the shoes of this enchanting mythical creature. This cute little mermaid will definitely steal your heart! Use magic and live the amazing and legendary life of a Princess mermaid who can attack on shark , sea horse , orca and whale. Put spells on fishermen trying to harm other sea animals!You can interact will other sea animals and have a social life beneath the water!Feel like a real angry mermaid who is wandering around the beautiful ocean in this new simulation big fish games 2016.,The mermaid was roaming into the great and magical world of ocean. She was so involved deeply that she has come very far away from her castle. She also didn’t remember the way back to home. She is now alone in the deep ocean, far from her castle and forgets the way back. Now you have to help her to find her way back to castle and save the cute little mermaid.The ocean is not a safe place for a little and cute mermaid to be alone. Now it’s up to you that how you play this game and help the mermaid to get back to her castle.The ocean is full of the dangerous creatures like sharks etc.They can smell his prey from miles away.So you have to help the mermaid to get back to her castle by avoiding those dreadful creatures. If they see you or even smell you then that could be dangerous for you in tides.,The first level is tutorial level. You have to go through all flags to complete the objective.,In second level you have to collect jewels , crystals , treasure box and diamonds from different places.,In third level you have to attack on shark and scuba diver.,In forth level you have to attack on swimmers in order to complete the level.,In fifth level you have to smash and destroy yacht with shooters.,In sixth level you have to attack and fight with evil mermaid.,In seventh level you are free and explore a marvelous underwater and island world!,FEATURES:,-Experience the real 3D ocean views.,-View the lots of sea creatures closely.,-Controls are very smooth and comfortable.,-Feel like a real mermaid in the ocean.,-Beautiful 3D graphics.,-Vast Ocean to explore.,-Use joystick to swim the princess forward or backward,-Find the Magical circle to start the objectives,-Attack the bad ones by two different ways,-collect the hidden treasures,In this addictive game, the charming mermaid will take you to enchanting journey of sea adventure.Escape from hungry shark attack.You should make maximum score before sharks catch you. More careful in shark attack will accelerate with each passing second.There is much fun as you try to go through the lots of levels and completing different tasks.Have you ever thought of being a mermaid? So you can explore the fantastic underwater world, full with aquatic creatures.This beautiful mermaid have amazing mermaid spell! You will swim your heart out and explore a marvelous underwater world!",,,"  5,000 - 10,000  ",12-Feb-16,1, 49M  ,,75,3.4,Cute Mermaid Simulator 2016
      4.0 and up    ,Action & Adventure,"All your friends came to celebrate your birthday with lots of fun, games and delicious treats! Open your presents, grill hot dogs, play tag with your friends and hit the piñata! Go to the fancy dress tent to dress up one of your friends in a crazy costume or paint all sorts of wild creations on your friend’s face with face-paint. A world of fun for kids and toddlers!,Game Features,Boy & Girl Fancy Dress up!,Dress your birthday guests in whacky party costumes, take a picture and share it with your friends. The more you play, the more costumes you'll unlock!,Hit the Piñata!,Whack the piñata for some yummy treats. Don't forget to brush the teeth after eating delicious chocolate candies!,Make Hot Dogs!,Cook fresh sausages on the grill and prepare delicious hot dogs for all your friends!,Hide and Seek!,It’s your turn! Find your hiding friends in the garden!,Draw & Color!,Draw and color cute pictures for your friends!,Tap a Mole!,Have fun whacking those cheeky moles!,Present Time,Open gifts with your friends and clean up gift wraps afterwards!,Face Painting,Design crazy makeup for your friends: paint dog, princess, fairy, pirate and more funny faces!,Stickers,Play more and collect all 9 birthday stickers!,Cinema,Watch short kids videos and earn extra coins!",,,"  50,000 - 100,000  ",2-Mar-16, 1.0.3  , 58M  ,,243,3.2,Birthday Girl BBQ Party
      2.2 and up    ,Puzzle,"During his Europe trip, a tourist trapped inside the Retiree Villa.There are some clues, puzzles and objects left. Find those objects and hints, solve the puzzles and help the tourist to escape out.,Enjoy with eightgames!!!!!!!!, +++ Instant Alerts On New Escape Games For Your  ,Mobile Device. —>>, ,http://goo.gl/forms/5jkais8qVL,       ++ Get Updates On New Games For Your Mobile Via  ,Facebook —>> ,https://www.facebook.com/EightGames,            +Get Latest Games Updates On Google+ —>> ,https://goo.gl/3ZTEvP",,,"  1,000 - 5,000  ",3-Mar-16, 1.0.0  , 17M  ,,105,4.2,Retiree Villa Escape
      2.3 and up    ,Casual,"Learn how to bake yummy cupcakes in this new Baking game.,Steps:,- Mix Ingredients.,- Add flavors.,- bake cupcakes.,- Decorate with yummy toppings.,- Your cupcakes are ready to serve.,WSAD has been committed towards providing quality content for our users. Kids games and casual games are what we specialize in. We try our best to make games that are not only fun for the kids but also teach them some valuable lessons.,Bake Cupcakes - Kitchen Fever - Copyright © WSAD – 2016",,,,11-Mar-16, 1.1.1  , 27M  ,,7,4.6,Bake Cupcakes - Kitchen Fever
      4.0.3 and up    ,Casual,"Build houses, decorations, decorate the streets.,Grow wheat and corn, cow and chicken on village farm.,Build a dream city - only on your decision depends on what your city will be!,The most really beautiful and comfortable citybuilder. Build a city, roads and sidewalks, plant flowers, buy whole flower beds. Organize playground to your citizens and make residents happy. At your disposal dozens of scenery, cafes, restaurants, villas and homes. Take the train to send goods to the neighboring settlements. Hundreds of fun quests and a personal festival :)",,,"  5,000 - 10,000  ",11-Mar-16,1.9,,,305,4.5,Megapolis Сity:Village to Town
      2.3 and up    ,Puzzle,Escape Games Day-235 is a point and click escape game developed by JoyArrows.It has contains three scenes.In that it has contains some hidden objects and simple puzzles.you have to find the objects where it is hidden and has to solve the puzzles.Are you to ready to play the pearls collected escape.Use your smart skills.All the best.Have more fun.,,,"  1,000 - 5,000  ",8-Mar-16, v1.0.0  , 2.5M  ,,66,3.9,Escape Games Day-235
      2.3 and up    ,Arcade,"Amazing World of Mario is a journey of super boy. In heat jungle, Mario must pass so much threats to run to target world. On his road, Mario can use weapon to kill monster but weapon is hidden in somewhere.,[How to play],+ Use button to jump, move and fire,+ Find weapon in flowers,[Features],+ So much scenes (jungle, frozen, cave, subway world ....),+ 120 levels,+ Addictive gameplay,+ easy to play,+ 3 different levels (easy, normal, hard)",,,"  50,000 - 100,000  ",16-Feb-16, 1.0.0  , 4.7M  ,,811,4.2,Amazing World of Mario
      4.0 and up    ,Casual,"Get ready to test drive the job of your dreams! You’ve won the chance to be a film director and produce your very own movie and your favorite movie star. You have control of the story, the shots, and the actors; all you need now is to bring your creativity! What are you waiting for? Let’s get ready for work!,In Film Director Girl - Dream Job, dress up for your dream job and get ready to become a celebrity. You have access to all of the same salon tools as the hottest celebrity stars, so take advantage of them. Relax for a nice spa and pamper your skin, then fix your makeup and hair just right. Top it all off it an outfit that screams professional director! With just the right look and a sharp eye for detail and storytelling, you’ll be the breakout director of the year!,Product Features:,- Easy to use controls. Just tap and swipe!,- Dream job themed dress up game.,- Spa tools to pamper your skin and make it glow.,- Beautiful eye shadows, lipsticks, and more.,- Pretty hairstyles for every look.,- Cute outfits for your dream job!,How to Play:,- Use interactive controls to play the game.,- Enjoy a relaxing spa treatment.,- Fix your makeup and hair, then dress up.,- Find out what it’s like to be a star film director!,Come visit our: ,Website:    ,http://www.beautygirlsinc.com/,Facebook: ,https://www.facebook.com/beautygirlsinc,Twitter:      ,https://twitter.com/BeautyGirlsInc,Instagram: ,https://instagram.com/beautygirlsincorporated",,,,10-Mar-16,1, 43M  ,,42,4.5,Film Director Girl - Dream Job
